Date,ns_rep,ns_ext
2000-12-19,0.01793758330963557,0.01989081818306596
2001-01-03,,-0.11556050370671492
2001-01-31,0.01134467674560308,0.012676145049037165
2001-03-20,-0.03214918470367875,-0.03137954340757578
2001-04-18,,-0.27579443229463757
2001-05-15,-0.08909210477227748,-0.08460811933558521
2001-06-27,0.05512282096449431,0.056521763900294175
2001-08-21,-0.03449544133984874,-0.03362756132630218
2001-10-02,-0.03597285880516434,-0.0322788810804075
2001-11-06,-0.10382197929779008,-0.09821784135269497
2001-12-11,-0.036247700083150224,-0.03399603789570713
2002-01-30,0.019880018400078137,0.023090337954067355
2002-03-19,-0.04032913912410014,-0.037096825156445676
2002-05-07,-0.014935424318179107,-0.012498003979527267
2002-06-26,0.007783006435378591,0.011303995764144864
2002-08-13,-0.04765432424508089,-0.048204928664273554
2002-09-24,-0.0011873581305503398,0.00121752851045901
2002-11-06,-0.07009745604692284,-0.06096749991900068
2002-12-10,0.014557792649201774,0.01856069473390272
2003-01-29,0.02876746062181709,0.03286268134534566
2003-03-18,0.00328593640572855,0.006064477550166925
2003-05-06,-0.038852633763975346,-0.038426544551382065
2003-06-25,0.09251744987749078,0.09394260793513562
2003-08-12,-0.01408625966718757,-0.011639828557558126
2003-09-16,0.0036272853787833494,0.0070124882577042025
2003-10-28,-0.03863855668440096,-0.0374769831545294
2003-12-09,0.018040127265324904,0.022477373667551582
2004-01-28,0.07610635524707181,0.08322493399714441
2004-03-16,-0.024487120160485883,-0.02304493622613834
2004-05-04,0.005402928209287605,0.009518859594684997
2004-06-30,-0.013149355638654351,-0.009710208782919364
2004-08-10,0.02771171719286197,0.03161995961507536
2004-09-21,-0.004540421602622866,-0.001518257996868979
2004-11-10,-0.012015804065787962,-0.009231110638046498
2004-12-14,-0.0038101393920290287,-0.0006341731040926736
2005-02-02,0.00033699427936559887,0.003581945155732978
2005-03-22,0.03990269308305002,0.04519998983207341
2005-05-03,0.016547806780405083,0.020629091333244785
2005-06-30,0.02699390883356298,0.03165729275548908
2005-08-09,-0.007138005817859442,-0.003965022096179741
2005-09-20,0.027000534539203327,0.02914326711567527
2005-11-01,0.009526418606829427,0.013439648926178736
2005-12-13,-0.011974365083677713,-0.008934138582741523
2006-01-31,0.02280784387822339,0.026469381154466547
2006-03-28,0.0331501332935713,0.037366730792233994
2006-05-10,0.03349155569423948,0.038001997035179556
2006-06-29,-0.026920968791154146,-0.023834801903580644
2006-08-08,-0.017164108872540808,-0.012791140162826758
2006-09-20,0.011907408795348203,0.01583895889621336
2006-10-25,-0.0018338869643474672,0.0016216031162286553
2006-12-12,-0.011722022428903812,-0.009080672465076461
2007-01-31,-0.0011936218537567727,0.002300013895205906
2007-03-21,-0.04167130989214441,-0.04037844523666198
2007-05-09,0.025948647576428792,0.030294569024375863
2007-06-28,0.010590215283244001,0.014455747708019929
2007-08-07,-0.0074931857096632816,-0.004943260388568971
2007-08-10,,0.005019234443198244
2007-08-17,,-0.0014238089891468687
2007-09-18,-0.12601952940156796,-0.1184058720973892
2007-10-31,0.03754813938586213,0.04298257026958401
2007-12-11,0.02806376894406266,0.030945137597362386
2008-01-22,,-0.11296698282177713
2008-01-30,-0.07478597785106572,-0.06939207890265095
2008-03-11,,0.061534042539433564
2008-03-18,0.039869362789673735,0.03965857387484075
2008-04-30,-0.04569667257146399,-0.041310049830542706
2008-06-25,-0.025626718772664304,-0.02257895159018105
2008-08-05,-0.013675328618180289,-0.010618730299221881
2008-09-16,0.08227824856114525,0.08318237245631536
2008-10-08,,-0.019168452601839105
2008-10-29,-0.04069812096486891,-0.0366072018856516
2008-12-16,-0.15503313057286847,-0.15110018187909507
2009-01-28,-0.002059989650573329,0.0010444241551275804
2009-03-18,-0.02320316250183455,-0.021078949593578877
2009-04-29,0.011090799652863434,0.014987558106414191
2009-06-24,0.024891523028703205,0.029384637243815525
2009-08-12,-0.00848851592756359,-0.005688412491250301
2009-09-23,-0.0472038033806113,-0.045806603773941836
2009-11-04,-0.010272004326030731,-0.007179317643633555
2009-12-16,0.000859829774643361,0.005188517441135955
2010-01-27,0.01876907281893942,0.023200956563825762
2010-03-16,-0.01900521812374691,-0.016179102274180117
2010-04-28,-0.002823234608565427,0.0004931083325852089
2010-05-09,,-0.0015135103527483828
2010-06-23,0.004415954953760085,0.007803983258492625
2010-08-10,-0.009488165962396433,-0.00671842384208416
2010-09-21,-0.0003579213614133362,0.0027900225942116366
2010-11-03,0.0068402771094581765,0.009792329695360796
2010-12-14,0.004757342240148154,0.0080190448878848
2011-01-26,-0.002334471333967401,0.0010897927178339013
2011-03-15,0.0058951759292381134,0.009695004050559548
2011-04-27,-0.007452801297393771,-0.004489962594992621
2011-06-22,0.005464608187159341,0.007215967100796531
2011-08-09,-0.01221333825849991,-0.009416869369411185
2011-09-21,0.0458434070490749,0.05088940465175703
2011-11-02,0.006851642069747563,0.015340744693069152
2011-12-13,0.007253999462282568,0.010852311377974924
2012-01-25,-0.0057795806156773115,0.0010667693706534781
2012-03-13,0.009949950172653294,0.013777336929042663
2012-04-25,0.00075617482294334,0.0015219132956923664
2012-06-20,0.014212894318530917,0.014752801182182572
2012-08-01,0.01393470309836813,0.01709960407929124
2012-09-13,0.015520298113487284,0.009418729644928065
2012-10-24,0.0017713104800870137,0.005299218493954664
2012-12-12,0.0023241669636687393,0.005573843878563023
2013-01-30,0.0014318652079794028,0.004763240050887239
2013-03-20,0.006078826167575934,0.008802648053926828
2013-05-01,0.0022964597137719307,0.00570383907118631
2013-06-19,0.006440381111635527,0.015993651998586423
2013-07-31,0.0019023790055694347,0.005271718493331473
2013-09-18,-0.005516194527096278,-0.005217474075145843
2013-10-30,0.004894183447056091,0.008443871817332717
2013-12-18,0.0036249207020457234,0.007071901631058856
2014-01-29,0.004606606400267423,0.008111441060013973
2014-03-19,0.01166122439296525,0.02004834338675886
2014-04-30,0.0042539183364670155,0.007765461038357185
2014-06-18,0.008062331920441696,0.006227556747789217
2014-07-30,-1.8416326194177444e-05,0.003236486156408702
2014-09-17,0.011960068915919895,0.019689522999189954
2014-10-29,0.014360355242662659,0.01829661234794665
2014-12-17,-0.026654029437392403,0.004247327692699152
2015-01-28,-5.507961712728336e-05,0.0032100965261588625
2015-03-18,-0.03569743410681166,-0.04605693859579187
2015-04-29,0.0019745266196272127,0.0056451572300325195
2015-06-17,-0.01992870546219767,-0.028843900396680732
2015-07-29,-0.0017640465938657697,0.0016949033065160187
2015-09-17,-0.03998112911569029,-0.04536695758136202
2015-10-28,0.024541989519816586,0.028858995265084366
2015-12-16,0.01713567446270274,0.025161239768936812
2016-01-27,-0.01225074357248168,-0.009157768991703804
2016-03-16,-0.04662585698097194,-0.05753860240375842
2016-04-27,0.010362960303020849,0.014104686560600465
2016-06-15,-0.021569386145532405,-0.016991009466171922
2016-07-27,0.005475594680499905,0.009300898317178518
2016-09-21,-0.018476183418838377,-0.017190058068600855
2016-11-02,0.005716363272892124,0.009421026199901462
2016-12-14,0.023852193404926145,0.03631718894202558
2017-02-01,-0.010093623363128105,-0.006710508683907877
2017-03-15,-0.020664011662872163,-0.02041345122021336
2017-05-03,0.01145220842919716,0.015223626758524431
2017-06-14,0.016443355784554352,0.023133998005867195
2017-07-26,-0.00421798180376013,-0.0008789140609749791
2017-09-20,0.024292425642108147,0.030441934484555466
2017-11-01,0.004985961679661474,0.008590777925366501
2017-12-13,0.001837267222402057,0.0005211569895469747
2018-01-31,0.006868077080751093,0.010508572701630147
2018-03-21,0.0005066233328465253,-0.003539773099512127
2018-05-02,-0.00022448326056992486,0.0031070774240529336
2018-06-13,0.011491563232606531,0.013930159195243326
2018-08-01,0.0013472180466659672,0.00479782206499465
2018-09-26,0.0045735441870389205,0.007524004333099907
2018-11-08,0.006118054076448918,0.009674738843037876
2018-12-19,0.019114052362384698,0.014981599775359651
2019-01-30,-0.008525179218494877,-0.01293689918955178
2019-03-20,-0.012657833140190065,-0.007862564644873019
2019-05-01,-0.019552061027207322,0.028336448184402854
2019-06-19,-0.0328626441090244,-0.06988917927731314
2019-07-31,0.033092554012256394,0.05899343815813473
2019-09-18,0.02535373183796378,0.04945082385226053
2019-10-04,,0.009900383195817443
2019-10-30,0.013398417493406445,0.004493200450344193
2019-12-11,0.001726034973670311,0.0026049859374748185
2020-01-29,0.008083113248061699,0.0007020691136425305
2020-04-29,-0.007880716642536081,-0.0026085391394068008
2020-06-10,0.0017260349736681901,0.0050987284825019935
2020-07-29,0.0009792662016621637,0.005057720503122018
2020-09-16,0.0017657973149929097,0.007160350449673154
2020-11-05,0.004139180466645622,0.00783876122864676
2020-12-16,0.0035661248529457834,0.006382249850161841
2021-01-27,0.007161327155519981,0.009830932806814477
2021-03-17,-0.0024194367311113235,-0.0007964905995891389
2021-04-28,-0.0002730436032987513,0.002851703577735609
2021-06-16,0.018381170047931675,0.0206125297885047
2021-07-28,0.0042539183364670155,0.008365033012585971
2021-09-22,0.005070527478955529,0.01299923632953113
2021-11-03,0.0035430034806828137,0.00748798480973349
2021-12-15,0.019919500091771545,0.019334907294097595
2022-01-26,-0.001369965885658779,0.06630560462963424
2022-03-16,0.053289971538090945,0.022760052319827976
2022-05-04,-0.018029609302109187,-0.07661598854649927
2022-06-15,0.048672260129813794,-0.06653769249279559
2022-07-27,-0.0009794862551604684,-0.04883345771546038
2022-09-21,0.048055126090968625,0.037556400263185144
2022-11-02,-0.0366749231241378,0.04317463269861422
2022-12-14,0.05118882035058639,0.03248790970340749
2023-02-01,0.010722154805957045,-0.04110178122207142
2023-03-22,-0.017376882871644718,-0.044583018764169535
2023-05-03,0.01218288514501528,-0.00010077937830248005
2023-06-14,0.047217730773350605,0.04962716611336134
2023-07-26,0.009525991307151815,-0.012820896522737052
2023-09-20,0.041503284972064874,0.047714698141390656
2023-11-01,-0.004924338218690862,-0.028845604306941542
2023-12-13,-0.044931589565762785,-0.07972455924019774
2024-01-31,0.01691716738809995,0.030975797876413445
2024-03-20,-0.00962463605429623,-0.027147004315842174
2024-05-01,0.0021875913756211653,-0.015299531421848636
2024-06-12,0.015315828897373302,0.031239812741676157
2024-07-31,0.013952760398327938,-0.028514088123518754
2024-09-18,-0.07895499746366828,-0.04488621330334502
2024-11-07,0.011882712592046032,0.014023627130159522
2024-12-18,0.048981782545980526,0.06832512358045216
2025-01-29,0.015179753686580899,0.012714762121833253
2025-03-19,-0.016622433895668032,-0.03629526668178539
2025-05-07,-0.009104630263497766,0.00505449943248934
2025-06-18,-0.0092785682290731,0.002968708404558769
2025-07-30,-0.0008969127047932009,0.045698855340827176
2025-09-17,-0.024443849703223372,-0.0039006862731559688
2025-10-29,0.010094243855988515,0.06635826602857745
2025-12-10,-0.004111170419144498,-0.010595595479766105
