date,brw_rep,brw_ext
2003-01-29,0.027486881762126925,0.029254708490855506
2003-03-18,0.027643205040514852,0.029020688796221356
2003-05-06,-0.07783628704320236,-0.08177357958919594
2003-06-25,0.035675144526824805,0.03702184500672668
2003-08-12,-0.03409491234386017,-0.0350231918376198
2003-09-16,-0.022063088947082456,-0.022175058983488212
2003-10-28,-0.05546506297862023,-0.058437611461442926
2003-12-09,0.013788934007775812,0.014656099311967109
2004-01-28,0.06567933215599532,0.06850188140630778
2004-03-16,-0.0152458054405405,-0.01635089171275034
2004-05-04,-0.017301032568842554,-0.01751795364407323
2004-06-30,-0.03837075504172185,-0.04007618340927347
2004-08-10,0.05840498324478191,0.060664044982513134
2004-09-21,0.034962935383433175,0.03492069492229619
2004-11-10,0.004440990395582984,0.005353930115730374
2004-12-14,0.014533959820937263,0.015357972871918762
2005-02-02,0.03428867884247006,0.03532039688032278
2005-03-22,0.06139246078024078,0.06397273977780522
2005-05-03,0.032077578766549285,0.0337705574419367
2005-06-30,0.0022009856296181006,0.0012898805693788771
2005-08-09,0.0001887582351828604,0.0005026792069272949
2005-09-20,0.056406775700570934,0.05873759005024622
2005-11-01,-0.019529363191170997,-0.02213763845935834
2005-12-13,-0.0025610469396935573,-0.0022385920368200567
2006-01-31,0.030781516872864977,0.032183338423573404
2006-03-28,0.014449458464350745,0.014798367292758324
2006-05-10,0.02335644196735478,0.02425678274262964
2006-06-29,-0.028160811787065407,-0.029457852572352443
2006-08-08,-0.031440957728443124,-0.03229411479058448
2006-09-20,0.012137281910735744,0.012382605944753088
2006-10-25,-0.013996108469109545,-0.015237637030994263
2006-12-12,-0.02773985698811143,-0.029240113895200374
2007-01-31,0.004244019133889708,0.004340622051057796
2007-03-21,-0.07031388304285319,-0.07532700491113105
2007-05-09,0.02058446050044642,0.02189373773322108
2007-06-28,0.033423937652287565,0.03510988845120641
2007-08-07,0.05355552227254598,0.055654680396520516
2007-08-10,,-0.01239334209219686
2007-08-17,,0.021472716449497293
2007-09-18,-0.09590598054626305,-0.10057291107980651
2007-10-31,0.04015224183603597,0.04225312020752434
2007-12-11,-0.047938180555995434,-0.04770924043443224
2008-01-22,,-0.21250682466072668
2008-01-30,-0.032721919308448304,-0.034981016159681605
2008-03-11,,0.16342033776232068
2008-03-18,0.1505124853671833,0.15747515963717287
2008-04-30,-0.010442795680758385,-0.011275072375544667
2008-06-25,0.010950087514453418,0.013670077230358799
2008-08-05,-0.004149336834863046,-0.003908968871395821
2008-09-16,0.10194113176556358,0.1066555289715584
2008-10-08,,0.2011709094052636
2008-10-29,-0.09412268547843723,-0.09743640486738397
2008-12-16,-0.05464261045277652,-0.05989244111845906
2009-01-28,-0.09163805335313947,-0.0967356771147333
2009-03-18,-0.20029420600874617,-0.2179636310132572
2009-04-29,0.024885161040756543,0.02786619903162753
2009-06-24,-0.01169374646621137,-0.011803267623849343
2009-08-12,-0.08932929110918524,-0.09308745240343018
2009-09-23,-0.054090826716575745,-0.0575835707788792
2009-11-04,-0.04860328493006707,-0.0501313727965022
2009-12-16,-0.009554339221467594,-0.010066406842816579
2010-01-27,0.04801585427743732,0.05056213479614156
2010-03-16,-0.0007545499416943374,-0.0014899348733161692
2010-04-28,0.00438584303167171,0.005024114546991987
2010-05-09,,
2010-06-23,-0.007044643098864637,-0.007410952221370742
2010-08-10,-0.05614137493312767,-0.06047545348332389
2010-09-21,-0.007980205684499723,-0.009485812134805075
2010-11-03,-0.2129965206481985,-0.22405735889590844
2010-12-14,-0.004758036949260682,-0.0018589905688162246
2011-01-26,-0.0560980168127155,-0.05808681134052725
2011-03-15,0.05624976770361981,0.05845110078277581
2011-04-27,-0.04806741831397311,-0.04964778637232588
2011-06-22,0.0009093394874105273,0.0014799766616671645
2011-08-09,-0.0522821838089467,-0.05710092150695796
2011-09-21,0.2125924159382147,0.22405215705558468
2011-11-02,-0.042911291636086146,-0.044946021295297026
2011-12-13,0.054878566421955814,0.05577880368300605
2012-01-25,-0.06622701600009562,-0.07032182047916964
2012-03-13,-0.028565246804141173,-0.02896152301045137
2012-04-25,-0.03133645820933913,-0.032850532962286814
2012-06-20,0.044101562045335684,0.047282191744224884
2012-08-01,-0.004140381265715955,-0.0034440158295319513
2012-09-13,-0.06675598276115964,-0.07044281089988529
2012-10-24,-0.032236214081235795,-0.03350724345496536
2012-12-12,-0.04732561062198505,-0.048859774954491585
2013-01-30,-0.024155676280628126,-0.025187677202630522
2013-03-20,-0.03664808378531925,-0.038201305097968846
2013-05-01,0.03270768435433999,0.03371915975928722
2013-06-19,0.06875647322660013,0.07420285520539749
2013-07-31,0.027051956082121513,0.0284106217348606
2013-09-18,-0.06571574369260359,-0.07081591051861766
2013-10-30,-0.0058386957494370555,-0.005505804501177751
2013-12-18,-0.004028614959565274,-0.0031532180711538447
2014-01-29,0.009500284175529823,0.009146598278074524
2014-03-19,0.11084026718804453,0.11523630331523868
2014-04-30,-0.011802058953898681,-0.012295751952115084
2014-06-18,-0.022730098934726665,-0.02462938862009266
2014-07-30,-0.02520144657787226,-0.02527329236584273
2014-09-17,0.01640768463613827,0.01692071432269587
2014-10-29,0.08157898403614999,0.08493835152312333
2014-12-17,0.027255296915258544,0.02907265357818881
2015-01-28,0.025012197769439404,0.02615886792479901
2015-03-18,-0.04341908998472508,-0.04507866250576242
2015-04-29,-0.042541973319001024,-0.04425091109618506
2015-06-17,-0.08313721310659486,-0.08691026063053728
2015-07-29,-0.003892055857196997,-0.0037359744549902633
2015-09-17,-0.05098142787889934,-0.05321408494127864
2015-10-28,0.07090764416040468,0.07390345156360088
2015-12-16,0.02330725058899724,0.024047113406548103
2016-01-27,-0.01815640540500941,-0.01911894457178064
2016-03-16,-0.08401760797129741,-0.08747370343958354
2016-04-27,-0.0025971103008625156,-0.0038262877341393308
2016-06-15,-0.03706373930296026,-0.03892970719052983
2016-07-27,0.011788159701067247,0.012349281804711976
2016-09-21,0.027710640066607117,0.028935878056126005
2016-11-02,-0.016231755637727427,-0.017354525132275166
2016-12-14,0.09088520171540412,0.09529944915333209
2017-02-01,0.001885493530166612,0.0015681164166101488
2017-03-15,-0.02788084666525271,-0.02944428649494393
2017-05-03,0.04294524481291095,0.04612271976063487
2017-06-14,0.037890595882554404,0.039634476133570816
2017-07-26,-0.03350392684022081,-0.03510934978418358
2017-09-20,0.03807938145555605,0.04025390274992935
2017-11-01,0.030117530730462496,0.031532663549424855
2017-12-13,-0.012700540711218268,-0.0130790061901967
2018-01-31,0.04737349156844077,0.04955989670168846
2018-03-21,-0.013301532978813735,-0.013828206609740762
2018-05-02,-0.024681105565716607,-0.026101017862541487
2018-06-13,0.014780988830409857,0.015183710599512736
2018-08-01,-0.01471039174622405,-0.014935115093885985
2018-09-26,0.005734676553728595,0.005844534474188906
2018-11-08,0.02506780007050867,0.026477288839842517
2018-12-19,0.03858158438688496,0.04002258085287374
2019-01-30,-0.061265734877742076,-0.06396756013528897
2019-03-20,-0.02769444356745983,-0.02917989905078641
2019-05-01,0.046660891051072004,0.0489310417645298
2019-06-19,-0.05569995646023785,-0.05770862250427284
2019-07-31,0.06118213145909397,0.0635093677240065
2019-09-18,0.041961764702881175,0.043813978756123785
2019-10-04,,0.03197398994633664
2019-10-30,0.029055806715906428,0.031007777489310075
2019-12-11,-0.0043839498447565736,-0.004678399086534044
2020-01-29,0.0008621022199397168,0.0007229177076375287
2020-03-03,,
2020-03-15,,
2020-03-19,,
2020-03-23,,
2020-03-31,,
2020-04-29,-0.04803154288323304,-0.05133775597170716
2020-06-10,-0.0017918803475738543,-0.0027313499861914337
2020-07-29,-0.03487768232355354,-0.036874827069902576
2020-08-27,,
2020-09-16,-0.01517957799587488,-0.015991938103659814
2020-11-05,0.018641208525374476,0.019757541335424147
2020-12-16,-0.0074373853189514975,-0.007665925962287225
2021-01-27,0.005334117473880461,0.005220044841862112
2021-03-17,-0.06594084867536662,-0.06891764549916989
2021-04-28,-0.01708759608914222,-0.017657091062016232
2021-06-16,0.07391833160199537,0.07824236399804627
2021-07-28,-0.008839495529497204,-0.009482460035334407
2021-09-22,0.03718456730554101,0.038210428572326524
2021-11-03,-0.003568154816457663,-0.003962981440911922
2021-12-15,-0.01787459685463558,-0.018923635034991188
2022-01-26,0.05159814544256844,0.05357996536264804
2022-03-16,0.10840618490093143,0.11478519873166729
2022-05-04,-0.08488489831181927,-0.08843888556186222
2022-06-15,-0.15733751058578346,-0.16411672163309343
2022-07-27,-0.06656876685548307,-0.07007776430494696
2022-09-21,0.11446245417426915,0.12141090747439454
2022-11-02,0.032238714525872125,0.03745180208762975
2022-12-14,-0.00598228213935581,-0.006176676133201243
2023-02-01,-0.0326527925639175,-0.034029802439049725
2023-03-22,-0.12739987547687384,-0.13266205899403033
2023-05-03,-0.06025170141036904,-0.0629446408145537
2023-06-14,0.08486413160059239,0.08842726584214466
2023-07-26,-0.03757443686556634,-0.03641996818890932
2023-09-20,0.04045719900969645,0.042217997625632095
2023-11-01,-0.06732242073754789,-0.0718416651021739
2023-12-13,-0.11317985377364116,-0.11920212031935062
2024-01-31,-0.039247938934344986,-0.04187513374027833
2024-03-20,-0.06412610730999405,-0.06774570238338129
2024-05-01,-0.02441753499056213,-0.025230426909635853
2024-06-12,-0.028272463303067295,-0.030585308711919158
2024-07-31,-0.02089908426464489,-0.02289464891220297
2024-09-18,-0.03622448368749541,-0.037591442215848966
2024-11-07,-0.02072656344800389,-0.02284858694773191
2024-12-18,0.05840824608263361,0.060038621461431484
2025-01-29,0.014442116898604846,0.014699558131634842
2025-03-19,-0.025179388149101856,-0.026779010345440113
2025-05-07,0.016498193703769867,0.016583410037954004
2025-06-18,-0.0022835643004739847,-0.002084890947977572
2025-07-30,0.030060508924699386,0.0318157773393375
2025-09-17,0.01861321623482895,0.01926775003143419
2025-10-29,0.043502691662470346,0.04622079281971525
2025-12-10,-0.04068350682358015,-0.04430469383580819
